Experiment-number, TP, FN, FP, TN, Precision, Recall, F-score, Accuracy, Miss-rate, Fall-out-rate
70,127,37,26,138,0.830065359477124,0.774390243902439,0.801261829652997,0.807926829268293,0.139622641509434,0.158536585365854
71,121,43,42,122,0.742331288343558,0.73780487804878,0.740061162079511,0.740853658536585,0.176954732510288,0.25609756097561
72,124,40,29,135,0.810457516339869,0.75609756097561,0.782334384858044,0.789634146341463,0.154440154440154,0.176829268292683
73,126,38,53,111,0.70391061452514,0.768292682926829,0.73469387755102,0.722560975609756,0.160337552742616,0.323170731707317
74,128,36,38,126,0.771084337349398,0.780487804878049,0.775757575757576,0.774390243902439,0.141732283464567,0.231707317073171
75,119,45,43,121,0.734567901234568,0.725609756097561,0.730061349693252,0.731707317073171,0.1875,0.26219512195122
76,112,52,34,130,0.767123287671233,0.682926829268293,0.72258064516129,0.73780487804878,0.214876033057851,0.207317073170732
77,126,38,43,121,0.745562130177515,0.768292682926829,0.756756756756757,0.753048780487805,0.153846153846154,0.26219512195122
78,109,55,26,138,0.807407407407407,0.664634146341463,0.729096989966555,0.753048780487805,0.222672064777328,0.158536585365854
79,123,41,26,138,0.825503355704698,0.75,0.78594249201278,0.795731707317073,0.157088122605364,0.158536585365854
80,121,43,48,116,0.715976331360947,0.73780487804878,0.726726726726727,0.722560975609756,0.181434599156118,0.292682926829268
81,128,36,42,122,0.752941176470588,0.780487804878049,0.766467065868264,0.76219512195122,0.144,0.25609756097561
82,108,56,46,118,0.701298701298701,0.658536585365854,0.679245283018868,0.689024390243902,0.247787610619469,0.280487804878049
83,114,50,33,131,0.775510204081633,0.695121951219512,0.733118971061093,0.746951219512195,0.204081632653061,0.201219512195122
84,114,50,50,114,0.695121951219512,0.695121951219512,0.695121951219512,0.695121951219512,0.219298245614035,0.304878048780488
85,127,37,47,117,0.729885057471264,0.774390243902439,0.751479289940828,0.74390243902439,0.151639344262295,0.286585365853659
86,121,43,31,133,0.796052631578947,0.73780487804878,0.765822784810127,0.774390243902439,0.169291338582677,0.189024390243902
87,129,35,44,120,0.745664739884393,0.786585365853659,0.765578635014837,0.759146341463415,0.140562248995984,0.268292682926829
88,129,35,44,120,0.745664739884393,0.786585365853659,0.765578635014837,0.759146341463415,0.140562248995984,0.268292682926829
89,111,53,35,129,0.76027397260274,0.676829268292683,0.716129032258065,0.731707317073171,0.220833333333333,0.213414634146341
90,137,27,37,127,0.78735632183908,0.835365853658537,0.810650887573965,0.804878048780488,0.102272727272727,0.225609756097561
91,120,44,42,122,0.740740740740741,0.731707317073171,0.736196319018405,0.73780487804878,0.181818181818182,0.25609756097561
92,108,56,43,121,0.71523178807947,0.658536585365854,0.685714285714286,0.698170731707317,0.244541484716157,0.26219512195122
93,119,45,33,131,0.782894736842105,0.725609756097561,0.753164556962025,0.76219512195122,0.18,0.201219512195122
94,109,55,37,127,0.746575342465753,0.664634146341463,0.703225806451613,0.719512195121951,0.233050847457627,0.225609756097561
95,131,33,55,109,0.704301075268817,0.798780487804878,0.748571428571429,0.731707317073171,0.1375,0.335365853658537
96,115,49,36,128,0.76158940397351,0.701219512195122,0.73015873015873,0.740853658536585,0.201646090534979,0.219512195121951
97,122,42,30,134,0.802631578947368,0.74390243902439,0.772151898734177,0.780487804878049,0.1640625,0.182926829268293
98,128,36,55,109,0.699453551912568,0.780487804878049,0.737752161383285,0.722560975609756,0.151898734177215,0.335365853658537
99,126,38,52,112,0.707865168539326,0.768292682926829,0.736842105263158,0.725609756097561,0.159663865546218,0.317073170731707
100,125,39,45,119,0.735294117647059,0.76219512195122,0.748502994011976,0.74390243902439,0.159836065573771,0.274390243902439
